#UC Berkeley, ABC 1.01 (compiled Jan 25 2024 13:39:36)
#abc 01> read_bench "./lazy_cleaned_keyed2/lf1462.bench"
#abc 02> bfs
#BFS Adjacency Tags Updating...
#Adjacency tags successfully updated. Run "list" command to list network.
#abc 02> scan
#
#Launching Leakage Analysis...
#
#Set Number of Keys considered to: 7
#
#Network List:
Node n91:	Gate = INV,	Visited = true,		Leaks = true,	Fanin = 1,	Fanout = 1,	Level = 2	KIF = 2 	Adj. Tag = 5
Node n1783:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 284	KIF = 214 	Adj. Tag = 1244
Node n1784:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 285	KIF = 217 	Adj. Tag = 1268
Node n1785:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 287	KIF = 218 	Adj. Tag = 1301
Node n1786:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 289	KIF = 248 	Adj. Tag = 1326
Node n1787:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 291	KIF = 248 	Adj. Tag = 1349
Node n1788:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 293	KIF = 249 	Adj. Tag = 1372
Node n1789:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 295	KIF = 250 	Adj. Tag = 1403
Node n1790:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 2,	Level = 123	KIF = 99 	Adj. Tag = 401
Node n1791:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 2,	Level = 125	KIF = 99 	Adj. Tag = 402
Node n1792:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 153	KIF = 112 	Adj. Tag = 422
Node n1793:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 5,	Level = 155	KIF = 113 	Adj. Tag = 423
Node n1794:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 196	KIF = 154 	Adj. Tag = 474
Node n1795:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 253	KIF = 183 	Adj. Tag = 561
Node n1796:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 2,	Level = 164	KIF = 118 	Adj. Tag = 430
Node n1797:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 166	KIF = 119 	Adj. Tag = 431
Node n1798:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 255	KIF = 184 	Adj. Tag = 601
Node n1799:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 257	KIF = 185 	Adj. Tag = 622
Node n1800:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 259	KIF = 186 	Adj. Tag = 655
Node n1801:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 261	KIF = 187 	Adj. Tag = 707
Node n1802:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 297	KIF = 255 	Adj. Tag = 1434
Node n1803:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 299	KIF = 255 	Adj. Tag = 1457
Node n1804:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 301	KIF = 256 	Adj. Tag = 1480
Node n1805:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 303	KIF = 256 	Adj. Tag = 1503
Node n1806:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 259	KIF = 186 	Adj. Tag = 655
Node n1807:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 261	KIF = 186 	Adj. Tag = 708
Node n1808:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 305	KIF = 258 	Adj. Tag = 1527
Node n1809:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 307	KIF = 259 	Adj. Tag = 1548
Node n1810:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 309	KIF = 262 	Adj. Tag = 1568
Node n1811:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 311	KIF = 263 	Adj. Tag = 1588
Node n1812:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 293	KIF = 249 	Adj. Tag = 1373
Node n1813:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 295	KIF = 249 	Adj. Tag = 1404
Node n1814:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 299	KIF = 241 	Adj. Tag = 1458
Node n1815:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 301	KIF = 242 	Adj. Tag = 1480
Node n1816:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 303	KIF = 249 	Adj. Tag = 1503
Node n1817:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 305	KIF = 249 	Adj. Tag = 1527
Node n1818:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 307	KIF = 252 	Adj. Tag = 1548
Node n1819:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 2,	Level = 309	KIF = 252 	Adj. Tag = 1568
Node n1820:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 310	KIF = 260 	Adj. Tag = 1574
Node n1821:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 311	KIF = 260 	Adj. Tag = 1588
Node n1822:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 2,	Level = 312	KIF = 262 	Adj. Tag = 1595
Node n1823:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 313	KIF = 262 	Adj. Tag = 1608
Node n1824:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 2,	Level = 282	KIF = 200 	Adj. Tag = 1201
Node n1825:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 283	KIF = 200 	Adj. Tag = 1229
Node n1826:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 313	KIF = 270 	Adj. Tag = 1608
Node n1827:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 314	KIF = 270 	Adj. Tag = 1613
Node n1828:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 314	KIF = 270 	Adj. Tag = 1614
Node n1829:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 315	KIF = 270 	Adj. Tag = 1622
Node n1830:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 316	KIF = 270 	Adj. Tag = 1627
Node n1831:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 317	KIF = 270 	Adj. Tag = 1635
Node n1832:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 318	KIF = 274 	Adj. Tag = 1638
Node n1833:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 320	KIF = 274 	Adj. Tag = 1648
Node n1834:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 322	KIF = 338 	Adj. Tag = 1659
Node n1835:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 324	KIF = 338 	Adj. Tag = 1670
Node n1836:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 326	KIF = 339 	Adj. Tag = 1679
Node n1837:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 328	KIF = 340 	Adj. Tag = 1686
Node n1838:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 330	KIF = 353 	Adj. Tag = 1696
Node po08:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 332	KIF = 354 	Adj. Tag = 1705
Node n1840:	Gate = AND,	Visited = true,		Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 3	KIF = 4 	Adj. Tag = 40
Node n1841:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 45	KIF = 57 	Adj. Tag = 287
Node n1842:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 253	KIF = 183 	Adj. Tag = 562
Node n1843:	Gate = AND,	Visited = true,		Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 3	KIF = 4 	Adj. Tag = 40
Node n1844:	Gate = AND,	Visited = true,		Leaks = true,	Fanin = 2,	Fanout = 1,	Level = 4	KIF = 5 	Adj. Tag = 79
Node n1845:	Gate = INV,	Visited = true,		Leaks = true,	Fanin = 1,	Fanout = 1,	Level = 5	KIF = 5 	Adj. Tag = 120
Node n1846:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 259	KIF = 185 	Adj. Tag = 656
Node n1847:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 260	KIF = 185 	Adj. Tag = 675
Node n1848:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 261	KIF = 185 	Adj. Tag = 708
Node n1849:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 262	KIF = 185 	Adj. Tag = 728
Node n1850:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 263	KIF = 186 	Adj. Tag = 754
Node n1851:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 265	KIF = 187 	Adj. Tag = 786
Node n1852:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 267	KIF = 189 	Adj. Tag = 819
Node n1853:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 269	KIF = 190 	Adj. Tag = 862
Node n1854:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 191 	Adj. Tag = 918
Node n1855:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 273	KIF = 192 	Adj. Tag = 974
Node n1856:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 198 	Adj. Tag = 1017
Node n1857:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 276	KIF = 198 	Adj. Tag = 1036
Node n1858:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 277	KIF = 200 	Adj. Tag = 1082
Node n1859:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 278	KIF = 200 	Adj. Tag = 1110
Node n1860:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 281	KIF = 212 	Adj. Tag = 1178
Node n1861:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 283	KIF = 213 	Adj. Tag = 1229
Node n1862:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 285	KIF = 216 	Adj. Tag = 1268
Node n1863:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 287	KIF = 216 	Adj. Tag = 1301
Node n1864:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 200 	Adj. Tag = 1018
Node n1865:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 276	KIF = 200 	Adj. Tag = 1037
Node n1866:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 277	KIF = 202 	Adj. Tag = 1082
Node n1867:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 278	KIF = 202 	Adj. Tag = 1111
Node n1868:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 192 	Adj. Tag = 918
Node n1869:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 273	KIF = 192 	Adj. Tag = 974
Node n1870:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 199 	Adj. Tag = 1018
Node n1871:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 276	KIF = 199 	Adj. Tag = 1037
Node n1872:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 277	KIF = 202 	Adj. Tag = 1083
Node n1873:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 279	KIF = 203 	Adj. Tag = 1137
Node n1874:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 281	KIF = 216 	Adj. Tag = 1179
Node n1875:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 282	KIF = 216 	Adj. Tag = 1202
Node n1876:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 283	KIF = 219 	Adj. Tag = 1230
Node n1877:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 285	KIF = 220 	Adj. Tag = 1269
Node n1878:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 289	KIF = 239 	Adj. Tag = 1326
Node n1879:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 291	KIF = 240 	Adj. Tag = 1350
Node n1880:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 293	KIF = 240 	Adj. Tag = 1373
Node n1881:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 295	KIF = 241 	Adj. Tag = 1404
Node n1882:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 136	KIF = 105 	Adj. Tag = 410
Node n1883:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 6,	Level = 138	KIF = 106 	Adj. Tag = 411
Node n1884:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 152	KIF = 112 	Adj. Tag = 421
Node n1885:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 253	KIF = 182 	Adj. Tag = 562
Node n1886:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 2,	Level = 147	KIF = 110 	Adj. Tag = 418
Node n1887:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 149	KIF = 111 	Adj. Tag = 419
Node n1888:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 255	KIF = 183 	Adj. Tag = 601
Node n1889:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 257	KIF = 184 	Adj. Tag = 622
Node n1890:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 259	KIF = 185 	Adj. Tag = 656
Node n1891:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 261	KIF = 185 	Adj. Tag = 709
Node n1892:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 297	KIF = 246 	Adj. Tag = 1435
Node n1893:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 299	KIF = 247 	Adj. Tag = 1458
Node n1894:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 301	KIF = 249 	Adj. Tag = 1481
Node n1895:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 303	KIF = 249 	Adj. Tag = 1504
Node n1896:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 259	KIF = 185 	Adj. Tag = 657
Node n1897:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 261	KIF = 185 	Adj. Tag = 709
Node n1898:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 305	KIF = 250 	Adj. Tag = 1528
Node n1899:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 307	KIF = 251 	Adj. Tag = 1549
Node n1900:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 309	KIF = 254 	Adj. Tag = 1569
Node n1901:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 311	KIF = 255 	Adj. Tag = 1589
Node n1902:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 293	KIF = 240 	Adj. Tag = 1374
Node n1903:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 295	KIF = 240 	Adj. Tag = 1405
Node n1904:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 282	KIF = 202 	Adj. Tag = 1202
Node n1905:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 284	KIF = 203 	Adj. Tag = 1244
Node n1906:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 309	KIF = 263 	Adj. Tag = 1569
Node n1907:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 311	KIF = 263 	Adj. Tag = 1589
Node n1908:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 310	KIF = 263 	Adj. Tag = 1575
Node n1909:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 311	KIF = 263 	Adj. Tag = 1590
Node n1910:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 313	KIF = 264 	Adj. Tag = 1609
Node n1911:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 315	KIF = 264 	Adj. Tag = 1623
Node n1912:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 317	KIF = 269 	Adj. Tag = 1636
Node n1913:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 319	KIF = 270 	Adj. Tag = 1645
Node n1914:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 321	KIF = 325 	Adj. Tag = 1656
Node n1915:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 323	KIF = 326 	Adj. Tag = 1666
Node n1916:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 325	KIF = 326 	Adj. Tag = 1676
Node n1917:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 327	KIF = 327 	Adj. Tag = 1684
Node n1918:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 329	KIF = 342 	Adj. Tag = 1692
Node po09:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 331	KIF = 342 	Adj. Tag = 1701
Node n1920:	Gate = AND,	Visited = true,		Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 3	KIF = 4 	Adj. Tag = 41
Node n1921:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 45	KIF = 57 	Adj. Tag = 287
Node n1922:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 253	KIF = 182 	Adj. Tag = 563
Node n1923:	Gate = AND,	Visited = true,		Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 3	KIF = 4 	Adj. Tag = 41
Node n1924:	Gate = AND,	Visited = true,		Leaks = true,	Fanin = 2,	Fanout = 1,	Level = 4	KIF = 5 	Adj. Tag = 79
Node n1925:	Gate = INV,	Visited = true,		Leaks = true,	Fanin = 1,	Fanout = 1,	Level = 5	KIF = 5 	Adj. Tag = 121
Node n1926:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 259	KIF = 185 	Adj. Tag = 657
Node n1927:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 260	KIF = 185 	Adj. Tag = 676
Node n1928:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 261	KIF = 185 	Adj. Tag = 710
Node n1929:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 262	KIF = 185 	Adj. Tag = 728
Node n1930:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 263	KIF = 186 	Adj. Tag = 755
Node n1931:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 265	KIF = 187 	Adj. Tag = 787
Node n1932:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 267	KIF = 189 	Adj. Tag = 820
Node n1933:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 269	KIF = 190 	Adj. Tag = 862
Node n1934:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 191 	Adj. Tag = 919
Node n1935:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 273	KIF = 191 	Adj. Tag = 975
Node n1936:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 200 	Adj. Tag = 1019
Node n1937:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 276	KIF = 200 	Adj. Tag = 1038
Node n1938:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 277	KIF = 202 	Adj. Tag = 1083
Node n1939:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 278	KIF = 202 	Adj. Tag = 1111
Node n1940:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 281	KIF = 216 	Adj. Tag = 1179
Node n1941:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 283	KIF = 216 	Adj. Tag = 1230
Node n1942:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 285	KIF = 218 	Adj. Tag = 1269
Node n1943:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 287	KIF = 219 	Adj. Tag = 1302
Node n1944:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 198 	Adj. Tag = 1019
Node n1945:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 276	KIF = 198 	Adj. Tag = 1038
Node n1946:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 277	KIF = 200 	Adj. Tag = 1084
Node n1947:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 278	KIF = 200 	Adj. Tag = 1112
Node n1948:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 192 	Adj. Tag = 919
Node n1949:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 273	KIF = 193 	Adj. Tag = 975
Node n1950:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 199 	Adj. Tag = 1020
Node n1951:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 276	KIF = 199 	Adj. Tag = 1039
Node n1952:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 277	KIF = 202 	Adj. Tag = 1084
Node n1953:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 279	KIF = 202 	Adj. Tag = 1138
Node n1954:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 281	KIF = 213 	Adj. Tag = 1180
Node n1955:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 282	KIF = 213 	Adj. Tag = 1203
Node n1956:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 283	KIF = 216 	Adj. Tag = 1231
Node n1957:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 285	KIF = 216 	Adj. Tag = 1270
Node n1958:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 289	KIF = 238 	Adj. Tag = 1327
Node n1959:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 291	KIF = 238 	Adj. Tag = 1350
Node n1960:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 293	KIF = 238 	Adj. Tag = 1374
Node n1961:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 295	KIF = 239 	Adj. Tag = 1405
Node n1962:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 135	KIF = 105 	Adj. Tag = 410
Node n1963:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 251	KIF = 181 	Adj. Tag = 514
Node n1964:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 253	KIF = 183 	Adj. Tag = 563
Node n1965:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 255	KIF = 184 	Adj. Tag = 602
Node n1966:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 257	KIF = 185 	Adj. Tag = 623
Node n1967:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 297	KIF = 243 	Adj. Tag = 1435
Node n1968:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 299	KIF = 244 	Adj. Tag = 1459
